QKEY,DEVICE_TYPE_W49,LANG_W49,FORM_W49,SOCMEDIAUSEa_W49,SOCMEDIAUSEb_W49,SOCMEDIAUSEc_W49,SOCMEDIAUSEd_W49,SNSUSER_W49,ELECTFTGSNSINT_W49,TALKDISASNSINT_W49,TALKCMNSNSINT_W49,SECUR1_W49,PRIVACYNEWS1_W49,HOMEASSIST1_W49,HOMEASSIST2_W49,HOMEASSIST3_W49,HOMEASSIST4_W49,HOMEASSIST5a_W49,HOMEASSIST5b_W49,HOMEIOT_W49,FITTRACK_W49,LOYALTY_W49,DNATEST_W49,TRACKCNT_W49,TRACKCO1a_W49,TRACKCO1b_W49,CONCERNCO_W49,BENEFITCO_W49,CONTROLCO_W49,UNDERSTANDCO_W49,POSNEGCO_W49,ANONYMOUS1CO_W49,TRACKGOV1a_W49,TRACKGOV1b_W49,CONCERNGOV_W49,BENEFITGOV_W49,CONTROLGOV_W49,UNDERSTANDGOV_W49,POSNEGGOV_W49,ANONYMOUS1GOV_W49,CONCERNGRPa_W49,CONCERNGRPb_W49,CONCERNGRPc_W49,CONCERNGRPd_W49,CONCERNGRPe_W49,CONCERNGRPf_W49,CONTROLGRPa_W49,CONTROLGRPb_W49,CONTROLGRPc_W49,CONTROLGRPd_W49,CONTROLGRPe_W49,CONTROLGRPf_W49,PP1_W49,PP2_W49,PP3_W49,PP4_W49,PP5a_W49,PP5b_W49,PP5c_W49,PP5d_W49,PP5e_W49,PP6a_W49,PP6b_W49,PP6c_W49,PRIVACYREG_W49,GOVREGV1_W49,GOVREGV2_W49,SHARE1_W49,KNOW1_W49,KNOW2_W49,KNOW3_W49,KNOW4_W49,KNOW5_W49,KNOW6_W49,KNOW7_W49,KNOW8_W49,KNOW9_W49,KNOW10_W49,TOTALKNOW_W49,PWMAN_W49,PWMAN2_W49,SMARTPHONE_W49,SMARTAPP_W49,PUBLICDATA_W49,RTBFa_W49,RTBFb_W49,RTBFc_W49,RTBFd_W49,RTDa_W49,RTDb_W49,RTDc_W49,RTDd_W49,PROFILE1_W49,PROFILE2_W49,PROFILE3_W49,PROFILE4_W49,PROFILE5_W49,DATAUSEa_W49,DATAUSEb_W49,DATAUSEc_W49,DATAUSEd_W49,DATAUSEe_W49,DATAUSEf_W49,FACE1_W49,FACE2a_W49,FACE2b_W49,FACE2c_W49,FACE3a_W49,FACE3b_W49,FACE3c_W49,FACE4a_W49,FACE4b_W49,FACE4c_W49,FACE4d_W49,DB1a_W49,DB1b_W49,DB1c_W49,F_METRO,F_CREGION,F_AGECAT,F_SEX,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_RACECMB,F_RACETHN,F_NATIVITY,F_CITIZEN,F_MARITAL,F_RELIG,F_BORN,F_ATTEND,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_INCOME,F_INCOME_RECODE,F_REG,F_IDEO,F_ACSWEB,F_VOLSUM,WEIGHT_W49
201801064067,1,9,2,2,2,2,2,0, , , ,2,4,2, , , , , ,2,2,2,2,0, , , , , , , , ,1,5,1,2,4,3,1,1, , , ,1,3, , , , ,2,3,2,1,4, , ,2,2,3,2,1,2,2,2,4, ,2,1,4,2,4,1,5,5,1,2,5,3,5,2,3,1,1,1, , , , ,1,1,1,1,3, , , , , , , ,3,1,1,1,2,2,2,3,2,2, , ,2,1,2,2,2,1,3,1,2,3,2,2,2,2,1,1,6,1,1,3,4,99,9,7,1,1,3,1,1,.5109726433
201801064096,1,9,2,1,1,1,1,1,2, ,2,3,4,2, , , , , ,2,1,1,2,2, , , , , , , , ,5,1,4,4,4,4,2,1, , , ,3,3,3, , , ,1,3,3,1,4, , ,2,4,4,2,4,2,2,1,4, ,1,1,4,2,2,1,5,2,5,4,1,5,5,2,4,1,1,1, , , , ,2,1,2,1,3, , , , , , , ,2,2,1,2,2,2,2,99,3,1, , ,1,1,1,2,2,2,3,3,2,1,5,2,1,1,1,1,1,1,1,3,1, ,1,8,1,1,2,1,2,1.3803736048
201801064116,3,9,1,2,2,2,1,1,2,2, ,2,1,2, , , , , ,2,2,2,2,0,1,3,1,4,3,1,2,1, , , , , , , , ,3,1,3, , , ,3,3,3, , , ,4,2,1,2,4,4,4,4,4,4,4,4,2,1, ,1,4,2,1,1,5,3,2,2,5,1,7,2,6,1,2,2,1,1,1,1, , , , ,1,2,1,1,4,2,2,2, , , ,1,4,4,4,4,4,4,1,2, , ,1,1,1,1,3,2,1,1,5,2,4,4,1,1,1,12, ,4,1, ,1,4,2,1,2,1,1,2.1249913287
201801064193,1,9,2,1,1,1,1,1,3, ,1,3,3,2, , , , , ,1,2,1,2,2, , , , , , , , ,1,1,2,2,3,4,1,2, , , ,3,3,3, , , ,2,2,2,1,3,1,1,1,1,1,1,1,2,2,2,2, ,1,2,5,2,1,5,7,1,5,5,5,5,2,2,6,1,1,2, , , , ,2,1,2,2,2,1,1,4,3, , , ,1,1,1,1,1,1,1,2,2,2, , ,2,2,2,2,2,1,3,1,2,3,2,2,2,2,1,1,6,1,1,2,3,2,2,1,3,1,3,1,2,2.3939099768
201801064208,3,9,2,1,1,1,1,1,1, ,2,2,2,2, , , , , ,2,1,2,2,1, , , , , , , , ,2,3,2,3,3,3,1,1, , , ,1,2,2, , , ,2,2,2,3,3,2,2,2,3,3,2,3,1,3,2,2, ,1,2,4,2,1,1,5,3,1,5,1,5,8,1, ,1,3,2, , , , ,2,1,1,1,1,1,2,2,2, , , ,1,3,3,1,2,2,2,3,3,3, , ,2,2,2,2,2,1,3,1,1,1,5,2,3,4,1,1,6,10, ,5,2, ,2,4,2,1,4,1,2,1.5291076521
201801064209,2,9,1,1,2,2,1,1,3,2, ,2,2,2, , , , , ,2,2,1,2,1,1,1,2,3,3,2,2,2, , , , , , , , ,2,1,2, , , ,2,3,2, , , ,2,4, , ,4,4,4,4,4,3,3,3,2,1, ,2,4,2,1,1,5,5,1,1,1,5,7,2,6,1,1,2,1,1,2,1, , , , ,1,2,1,1,2,2,2,1, , , ,1,1,1,1,3,3,2,1,2, , ,1,2,2,1,3,3,2,1,5,2,1,1,1,1,3,1,2,5,2, ,2,9,1,1,4,1,2,.4883571353
201801064526,1,9,1,1,2,2,2,1,2,1, ,2,4,2, , , , , ,2,2,2,2,0,1,1,2,3,4,2,2,1, , , , , , , , ,1,3,1, , , ,3,3,2, , , ,3,2,1,1,4,3,4,3,4,4,4,4,1,1, ,2,5,5,1,4,7,5,5,5,5,5,1,2,6,1,1,99,2,1,1,1, , , , ,2,2,1,1,3,2,2,1, , , ,1,1,1,1,1,1,1,1,1, , ,2,2,2,2,2,1,2,3,2,2,4,4,1,1,1,11, ,4,3,99,9,2,3,1,3,1,2,1.0734590674
201801064540,2,9,2,2,2,2,2,0, , , ,1,2,1,4,3,4, ,2,1,1,1,2,4, , , , , , , , ,2,4,3,3,3,3,1,2, , , ,3,3, , , , ,3,3,3,4,4, , ,2,2,2,2,3,2,2,2,3, ,1,2,4,2,1,1,5,3,1,3,1,5,9,2,5,1,1,2, , , , ,2,1,1,1,1,2,2,2,3, , , ,2,2,1,1,1,1,1,3,3,1, , ,1,2,2,2,2,1,3,3,2,1,5,2,1,1,1,1,1,2,99,2,1, ,1,9,1,1,3,1,2,.7153565481
201801064718,1,9,1,2,2,2,2,0, , , ,2,3,2, , , , , ,1,1,1,2,3,1,2,2,4,4,2,2,2, , , , , , , , ,2,2,2, , , , ,3,3, , , ,4,4, , ,4,3,4,4,4,4,3,3,3,1, ,1,4,2,2,5,5,5,5,4,5,5,3,2,1,1,1,2,1,1,1,1, , , , ,1,1,1,1,4,1,1,1, , , ,3, , , , , , , , , , ,1,2,2,2,3,3,1,3,2,2,2,2,1,1,1,1,1,5,2, ,2,8,1,1,3,1,2,2.3085859611
201801064754,1,9,1,1,2,2,2,1,1,2, ,2,3,2, , , , , ,2,2,1,2,1,2,3,2,3,3,3,2,2, , , , , , , , ,3,2,3, , , ,3,3,3, , , ,2,3,3,3,3,3,3,3,2,4,4,4,3,1, ,1,4,2,5,5,5,5,5,5,5,5,3,1, ,1,2,2,2,2,2,1, , , , ,3, , , , ,1,2,1, , , ,2,2,1,2,4,3,1,1,2, , ,1,1,2,1,3,3,2,1,5,2,1,1,1,1,3,1,1,3,1, ,1,5,2,1,2,1,2,.9176273388
201801064901,1,9,1,1,2,1,2,1,1,2, ,2,1,2, , , , , ,2,1,1,1,3,1,2,2,3,3,1,2,1, , , , , , , , ,2,1, , , , ,3,3,3, , , ,1,2,2,2,4,2,3,3,3,3,4,3,3,3, ,1,4,2,5,1,1,5,2,4,6,5,3,2,8,1,2,2,1,1,1,1, , , , ,2,2,2,1,3,2,2,2, , , ,1,2,2,1,3,3,3,2,3, , ,2,2,2,1,3,3,2,2,3,2,4,4,1,1,1,1,1,1,1, ,1,7,1,1,1,1,1,1.6032713219
201801064955,1,9,1,1,1,2,2,1,3,2, ,3,4,2, , , , , ,2,2,1,2,1,1,4,2,3,4,4,2,2, , , , , , , , ,3,1,3, , , ,3,3,3, , , ,1,4, , ,4,4,4,4,4,4,4,4,3,1, ,1,5,5,5,5,7,5,5,99,5,5,0,2,1,1,1,1,2,2,1,1, , , , ,2,2,2,1,3,1,1,1, , , ,2,1,2,1,2,2,1,1,1, , ,1,2,2,1,3,1,2,2,3,2,1,1,1,1,2,1,1,3,1, ,1,2,3,2,2,1,2,1.5355630647
201801064970,1,9,1,2,2,2,2,0, , , ,2,1,2, , , , , ,1,2,1,2,2,2,3,2,3,3,3,1,2, , , , , , , , ,3,2, , , , , ,2,2, , , ,2,3,3,2,2,2,3,2,2,3,2,4,3,1, ,1,4,5,1,1,5,5,1,5,6,5,5,2,1,1,3,1,1,1,2,1, , , , ,3, , , , ,3,2,3, , , ,2,2,2,2,4,3,2,1,3, , ,2,2,2,1,3,4,1,1,6,2,1,1,1,1,1,1,2,2,2, ,2,8,1,1,4,1,1,.661021557
201801064990,1,9,1,1,1,2,2,1,1,1, ,3,3,1,3,2,2,1, ,1,2,1,2,3,2,2,3,2,2,2,1,2, , , , , , , , ,3,3,3, , , ,3,3,3, , , ,2,4, , ,3,3,3,3,2,2,2,2,2,3, ,2,4,2,1,1,5,4,1,5,3,5,6,1, ,1,3,1,2,2,2,2, , , , ,2,2,1,1,2,1,1,1, , , ,1,1,2,1,2,2,2,1,1, , ,1,2,2,2,3,3,2,2,3,2,1,1,1,1,2,1,1,4,2, ,2,6,2,1,3,1,2,.5565045284
201801065024,1,9,2,1,1,1,2,1,1, ,2,2,2,2, , , , , ,2,2,1,2,1, , , , , , , , ,3,4,3,3,3,3,2,2, , , ,3,3,2, , , ,2,2,2,3,3,2,3,3,3,4,3,2,4,4,3,3, ,1,1,4,1,4,4,5,3,1,5,1,5,5,1, ,1,3,2, , , , ,2,1,1,2,2,1,2,3,2, , , ,1,1,2,2,2,2,2,3,3,2, , ,2,1,2,2,2,2,3,1,2,2,3,2,1,1,1,1,1,1,2,5,3,1,1,6,2,1,3,1,2,1.9746848672
201801065102,3,9,1,2,2,1,2,1,3,2, ,2,3,2, , , , , ,2,2,2,2,0,2,5,3,4,4,3,2,2, , , , , , , , ,3,3,3, , , ,2,2,2, , , ,3,4, , ,4,3,4,3,4,4,4,2,4,1, ,2,4,2,4,1,5,4,5,4,5,5,4,2,5,1,2,2,2,2,1,1, , , , ,2,2,2,3,2,1,1,1, , , ,2,2,3,2,3,3,2,1,2, , ,2,2,2,2,3,3,2,1,5,2,1,1,1,1,1,1,1,3,2, ,2,6,2,3,3,1,1,.7231822066
201801065189,1,9,2,1,2,2,2,1,2, ,2,3,2,2, , , , , ,2,2,1,2,1, , , , , , , , ,3,3,1,4,3,3,2,2, , , ,1,2,1, , , ,2,2,2,2,2,1,2,3,3,3,4,4,4,4,4,3, ,1,1,4,2,1,5,5,5,1,5,1,2,6,2,6,1,3,2, , , , ,2,1,2,1,2,2,2,3,3, , , ,3,2,3,2,2,3,2,4,3,3, , ,2,3,2,2,2,2,3,2,2,2,4,2,1,1,1,1,1,1,1,5,4,1,1,6,2,1,2,1,2,1.2378146591
201801065288,1,9,2,1,2,2,2,1,1, ,1,2,2,2, , , , , ,2,2,2,2,0, , , , , , , , ,3,3,2,3,4,4,2,2, , , ,2,2,2, , , ,2,2,2,4,3,3,3,2,3,4,3,3,2,3,2,3, ,1,1,4,2,1,5,5,5,1,5,5,5,5,2,3,1,2,1, , , , ,2,1,1,1,1,2,1,2,2, , , ,2,2,2,2,2,2,2,2,2,2, , ,2,2,2,2,2,2,3,3,1,2,3,2,1,1,1,1,3,1,1,4,1, ,1,3,3,1,2,1,2,.529619933
201801065296,1,9,2,1,1,2,1,1,3, ,1,2,3,2, , , , , ,2,2,2,2,0, , , , , , , , ,5,4,3,3,3,4,1,2, , , ,3,3,3, , , ,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3, ,1,2,5,5,5,5,7,5,5,5,5,5,0,2,3,1,1,2, , , , ,2,2,2,2,2,4,3, , , , , ,2,2,2,3, , , , , , , , , , ,2,2,2,2,3,1,2,2,3,2,1,1,1,1,6,12, ,6,3,2,2,2,3,3,3,1,2,1.8602393143
201801065311,1,9,1,1,1,2,2,1,1,1, ,1,1,1,1,2,4,2, ,1,1,2,1,4,2,4,3,3,4,4,2,2, , , , , , , , ,3,3,3, , , ,3,2,3, , , ,5, , , ,4,4,4,4,2,4,4,4,4,3, ,2,1,3,4,2,5,5,2,4,1,2,2,2,1,1,3,2,1,2,2,1, , , , ,1,5,2,1,3,1,1,1, , , ,2,3,4,3,1,1,4,2,2, , ,2,2,2,2,3,1,2,3,2,2,1,1,1,1,6,1,2,3,1, ,1,4,2,1,3,1,1,.279551307
201801065329,1,9,1,1,1,2,2,1,2,2, ,2,3,2, , , , , ,1,2,1,2,2,2,5,2,4,4,4,2,1, , , , , , , , ,2,2,2, , , ,3,3,1, , , ,4,4, , ,3,3,3,3,3,2,4,2,4,3, ,1,4,2,1,5,5,5,5,5,5,5,4,2,1,1,1,2,1,1,2,1, , , , ,3, , , , ,3,1,2, , , ,3, , , , , , , , , , ,1,1,2,1,3,2,2,2,3,2,1,1,1,1,1,12, ,6,1, ,1,7,1,1,2,1,2,.9888069268
201801065420,1,9,1,1,1,2,2,1,3,2, ,1,3,2, , , , , ,2,2,1,2,1,3,5,3,3,2,2,1,1, , , , , , , , ,3,2,3, , , ,1,2,2, , , ,4,2,1,2,2,2,2,2,2,2,3,2,3,1, ,1,5,2,2,5,5,1,5,3,5,3,3,2,1,1,3,1,2,2,2,1, , , , ,3, , , , ,1,3,1, , , ,2,2,2,2,4,2,2,1,2, , ,2,2,2,2,3,1,2,3,2,2,1,1,1,1,1,1,2,5,2, ,2,6,2,1,3,1,2,.9383435352
201801065487,1,9,1,1,1,2,2,1,2,2, ,2,2,2, , , , , ,1,1,1,2,3,1,3,1,4,4,2,2,1, , , , , , , , ,2,1,2, , , ,2,2,2, , , ,2,3,3,3,3,3,4,4,4,3,3,4,3,1, ,1,4,2,2,5,5,1,1,4,1,5,5,1, ,1,2,2,1,1,1,1, , , , ,2,2,2,2,3,1,3,1, , , ,1,1,3,3,3,3,2,1,3, , ,1,2,2,1,2,3,2,3,2,2,1,1,1,1,1,2,2,2,4,1,1,8,1,1,2,1,1,.4343827782
201801065510,1,9,2,1,1,2,2,1,3, ,1,2,2,2, , , , , ,2,2,1,2,1, , , , , , , , ,1,3,2,4,4,3,2,2, , , ,2,2,2, , , ,2,3,2,2,3,3,3,3,3,3,3,4,2,3,3,3, ,1,1,4,2,1,4,5,3,1,4,5,5,6,2,3,1,1,1, , , , ,2,1,2,2,1,2,1,2,2, , , ,2,3,2,2,3,2,3,3,3,3, , ,2,1,2,2,2,1,2,2,1,1,5,2,1,1,1,1,2,12, ,6,3,2,2,5,2,1,3,1,2,.78243797
201801065525,1,9,2,1,1,2,2,1,3, ,2,3,3,2, , , , , ,2,2,2,2,0, , , , , , , , ,5,5,3,4,3,3,99,2, , , ,3,3,3, , , ,2,2,2,4,2,1,2,2,2,2,2,2,2,2,2,2, ,2,2,5,3,5,5,7,5,5,5,5,5,0,2,3,2, ,1, , , , ,1,1,1,1,3, , , , , , , ,3,3,2,3, , , , , , , , , , ,2,2,2,1,2,3,2,3,2,2,2,2,1,1,6,1,99,99,99,99,9,99,99,1,99,1,2,1.5641686738
201801065587,3,9,2,1,2,2,2,1,2, ,1,2,2,2, , , , , ,2,2,1,2,1, , , , , , , , ,2,3,2,2,3,2,2,2, , , ,2,3,1, , , ,2,1,1,1,2,3,2,2,2,2,2,2,2,2,2,2, ,2,2,5,5,1,5,4,5,5,5,5,5,1,2,6,2, ,2, , , , ,2,1,2,1,2,2,2,3,2, , , ,1,1,2,1,1,1,1,2,2,1, , ,1,1,2,2,2,1,2,3,1,3,2,2,1,1,1,1,1,12, ,6,1, ,1,6,2,2,2,1,2,1.1293233765
201801065593,3,9,2,1,2,2,2,1,2, ,2,2,2,2, , , , , ,2,2,1,2,1, , , , , , , , ,2,2,1,4,4,3,2,2, , , ,1,3,2, , , ,2,3,2,2,3,1,2,2,3,4,3,4,3,4,3,3, ,1,1,4,2,1,1,5,3,3,3,6,5,7,2,1,2, ,2, , , , ,2,1,2,1,3, , , , , , , ,2,2,2,2,2,3,2,4,4,4, , ,2,2,2,2,2,1,2,2,2,2,4,2,1,1,1,1,3,12, ,4,4,1,1,1,3,3,4,1,2,.5329194972
201801065601,1,9,2,1,2,2,2,1,2, ,1,2,1,1,3,3,2, ,1,1,1,1,1,5, , , , , , , , ,3,3,2,3,2,2,1,1, , , ,2,2,2, , , ,2,2,1,2,1,2,1,1,2,1,2,1,1,1,1,2, ,1,1,1,2,1,1,5,5,5,3,5,5,5,2,6,1,1,2, , , , ,1,1,1,2,1,1,1,1,1, , , ,2,2,1,1,1,1,1,1,1,1, , ,1,1,2,2,2,1,2,2,2,3,2,2,1,1,1,1,1,1,2,4,1, ,1,7,1,1,2,1,1,.4102009143
201801065668,1,9,2,1,2,2,2,1,3, ,2,3,4,2, , , , , ,2,2,1,2,1, , , , , , , , ,3,3,4,4,3,4,1,1, , , ,3,3,3, , , ,2,3,3,3,4, , ,2,3,3,2,3,2,3,3,3, ,2,1,5,1,5,5,5,5,4,3,6,5,2,2,1,1,1,1, , , , ,2,1,1,1,3, , , , , , , ,2,1,1,2,2,2,1,3,1,1, , ,2,2,2,2,2,1,2,1,2,3,2,2,1,1,1,1,1,12, ,5,4,1,1,5,2,2,4,1,2,1.1227000114
201801065708,3,9,1,1,1,99,99,1,1,1, ,3,3,2, , , , , ,2,2,1,2,1,1,3,2,2,3,3,1,2, , , , , , , , ,2,2,3, , , ,2,2,3, , , ,3,4, , ,2,3,4,2,4,2,2,2,3,1, ,1,4,5,1,5,5,5,1,5,5,5,4,2,1,1,2,2,2,1,1,1, , , , ,2,2,1,3,2,2,1,1, , , ,2,2,1,1,3,3,3,2,2, , ,1,2,2,1,2,3,2,1,5,2,1,1,1,1,1,5, ,5,2, ,2,8,1,1,4,1,1,.7299529701
201801065741,1,9,2,1,1,1,2,1,2, ,2,3,3,1,4,3,4, ,2,2,2,1,2,2, , , , , , , , ,3,4,2,4,3,3,2,1, , , ,2,3,3, , , ,1,2,2,3,4, , ,2,3,3,3,3,3,4,3,3, ,2,1,4,2,5,5,5,5,5,5,5,5,3,2,8,1,1,1, , , , ,2,1,1,1,1,2,1,2,2, , , ,2,2,2,1,1,3,2,4,3,2, , ,2,1,2,2,2,1,2,3,1,1,5,2,1,1,1,1,1,2,2,5,1, ,1,7,1,1,2,1,2,.5800821992
201801066109,1,9,1,1,2,2,2,1,3,1, ,3,2,2, , , , , ,2,2,1,2,1,1,2,2,2,3,3,2,2, , , , , , , , ,2,1,2, , , ,2,2,2, , , ,1,3,3,3,2,3,3,3,3,2,2,2,3,1, ,1,4,5,2,5,5,5,5,4,6,5,2,2,1,1,1,1,2,2,2,1, , , , ,3, , , , ,3,3,1, , , ,2,2,2,2,3,3,2,1,3, , ,2,2,2,2,2,2,2,3,2,2,1,1,1,1,1,1,1,2,1, ,1,99,99,2,2,1,2,1.4668111647
201801066221,3,9,1,1,1,2,2,1,2,2, ,3,3,2, , , , , ,2,2,1,2,1,3,3,1,4,3,4,2,1, , , , , , , , ,3,1, , , , ,2,2,2, , , ,3,3,3,3,2,2,3,3,2,3,4,3,4,1, ,1,4,2,1,5,5,5,4,3,5,5,5,2,6,1,3,2,1,1,2,1, , , , ,3, , , , ,1,2,1, , , ,2,2,3,2,4,4,1,1,2, , ,2,2,2,1,2,2,2,2,4,2,1,1,1,1,1,12, ,5,1, ,1,5,2,1,3,1,2,1.0762644023
201801066314,1,9,2,1,2,1,2,1,1, ,1,1,3,2, , , , , ,2,2,1,2,1, , , , , , , , ,2,3,1,3,3,3,2,2, , , ,2,3,2, , , ,2,3,2,2,3,3,3,2,2,3,2,1,2,2,1,3, ,2,1,4,2,1,5,5,5,4,5,6,5,4,2,6,1,3,2, , , , ,2,1,2,1,2,2,1,3,2, , , ,1,2,3,3, , , , , , , , , , ,2,2,2,2,2,2,1,3,2,2,1,1,1,1,1,1,2,3,4,1,1,5,2,1,2,1,2,1.6996093072
201801066362,1,9,1,1,1,1,1,1,3,1, ,2,3,1,3,2,3,2, ,2,2,1,2,2,2,3,3,3,3,3,2,1, , , , , , , , ,3,2,2, , , ,2,2,2, , , ,4,3,3,2,2,3,3,2,3,4,3,3,2,1, ,2,5,2,2,5,5,5,1,5,1,5,4,1, ,1,1,2,2,1,1,1, , , , ,3, , , , ,1,1,1, , , ,2,2,3,3,4,4,3,3,2, , ,2,2,2,1,2,2,1,3,1,2,1,1,1,1,1,3,2,4,1, ,1,6,2,1,2,1,1,.588639272
201801066472,1,9,1,1,2,2,2,1,2,2, ,1,1,2, , , , , ,2,2,2,2,0,3,5,3,3,3,3,2,2, , , , , , , , ,2,3, , , , ,2,3,3, , , ,3,2,1,2,2,2,3,3,3,2,2,2,2,1, ,2,4,5,3,5,5,5,5,5,5,5,2,2,2,2, ,1,1,1,1,1, , , , ,3, , , , ,3,3,3, , , ,3, , , , , , , , , , ,2,2,2,1,2,1,2,3,2,2,1,1,1,1,1,1,2,5,2, ,2,2,3,3,2,1,2,.8747337097
201801066502,1,9,2,1,2,2,2,1,2, ,2,2,2,2, , , , , ,2,2,1,2,1, , , , , , , , ,3,3,2,2,3,2,2,2, , , ,2,2,1, , , ,1,2,1,4,3,3,3,3,3,4,3,3,3,3,3,4, ,1,1,5,2,5,5,5,2,5,5,3,5,2,2,8,1,3,2, , , , ,1,1,1,1,1,1,1,3,2, , , ,99,3,3,1,2,3,3,3,3,3, , ,2,1,2,2,2,1,2,3,2,1,5,2,3,4,4,2,1,2,2,5,4,2,2,8,1, ,3,1,1,2.694920431
201801066530,3,9,2,1,1,2,1,1,1, ,2,3,3,1,3,1,1, ,1,1,1,1,1,5, , , , , , , , ,2,3,3,2,4,2,2,2, , , ,3,3,2, , , ,1,3,2,4,4, , ,2,2,3,2,2,2,1,2,2, ,1,2,5,2,5,5,7,1,5,5,5,5,1,2,6,1,1,2, , , , ,2,1,1,2,2,1,1,1,2, , , ,1,1,1,2,2,3,3,4,2,1, , ,3,1,2,2,2,1,2,1,1,3,2,2,3,4,4,1,6,10, ,6,4,2,2,7,1,1,4,1,2,2.8772846073
201801066533,2,9,2,2,1,1,1,1,3, ,99,3,3,2, , , , , ,2,2,2,2,0, , , , , , , , ,3,3,2,3,2,3,99,99, , , ,2,3,2, , , ,2,2,2,3,3,99,2,2,2,2,2,2,3,3,3,3, ,99,1,4,2,1,1,5,3,1,5,1,1,9,2,8,1,3,99, , , , ,99,99,99,99,2,5,4, , , , , ,99,99,99,2,99,99,99,3,3,3, , ,99,99,99,99,99,1,2,1,2,2,3,2,1,1,1,1,6,12, ,5,99,99,9,2,3,2,4,1,2,2.5504983127
201801066560,1,9,1,1,2,2,2,1,3,1, ,2,2,2, , , , , ,2,2,1,2,1,2,2,1,3,3,3,2,2, , , , , , , , ,3,1,2, , , ,2,3,2, , , ,4,1,1,2,2,2,3,2,2,3,2,3,2,1, ,2,3,5,1,4,5,4,5,5,4,5,2,2,2,1,1,2,2,1,1,1, , , , ,1,2,3, , ,1,3,1, , , ,2,2,3,2,4,3,3,1,2, , ,2,2,2,1,2,3,2,2,4,2,1,1,1,1,4,1,2,6,3,2,2,2,3,2,3,1,1,.2131353227
201801066642,1,9,2,2,1,2,1,1,3, ,2,2,4,2, , , , , ,2,2,1,2,1, , , , , , , , ,1,1,1,3,3,4,2,2, , , ,1,3,1, , , ,1,3,3,1,4, , ,1,1,2,2,1,3,3,1,3, ,2,2,5,2,1,4,5,5,1,4,1,5,5,2,6,1,4,2, , , , ,2,1,2,2,3, , , , , , , ,1,1,2,1,1,2,2,3,2,1, , ,2,2,2,2,2,1,2,1,2,2,3,2,1,1,1,1,2,11,2,2,3,1,1,6,2,3,3,1,1,.6783879377
201801066690,1,9,2,1,2,2,2,1,3, ,2,2,2,2, , , , , ,1,2,2,2,1, , , , , , , , ,2,3,1,3,3,3,2,2, , , ,1,3,1, , , ,2,2,2,2,3,2,2,2,3,3,2,3,2,3,2,3, ,1,1,4,2,1,5,5,1,1,4,5,5,5,1, ,1,3,2, , , , ,2,1,1,1,2,2,1,2,2, , , ,3,3,3,2,2,2,2,3,3,1, , ,2,1,2,2,2,1,2,2,2,2,3,2,1,1,1,1,6,2,2,5,4,1,1,5,2,1,1,1,2,.3771371631
201801066700,1,9,2,1,1,2,1,1,2, ,2,2,2,1,2,3,3, ,2,1,1,2,2,3, , , , , , , , ,1,1,2,2,2,3,1,2, , , ,2,2,2, , , ,2,2,2,1,4, , ,2,2,3,2,2,2,3,2,2, ,2,1,4,2,5,1,7,5,1,5,1,5,5,2,8,1,3,2, , , , ,2,1,2,1,3, , , , , , , ,3,3,3,2,1,1,1,2,2,2, , ,1,2,1,2,2,2,2,3,1,1,5,2,1,1,1,1,3,2,2,4,1, ,1,8,1,3,3,1,1,.1491564579
201801066764,1,9,2,1,1,2,1,1,2, ,1,2,4,1,2,2,1, ,1,2,2,2,2,1, , , , , , , , ,1,2,2,3,1,4,2,1, , , ,1,2,2, , , ,3,3,2,2,4, , ,2,2,3,3,3,1,1,2,4, ,2,2,5,2,1,5,7,5,3,3,1,5,4,2,1,1,2,2, , , , ,1,1,1,1,1,2,1,3,1, , , ,1,1,2,2,1,2,1,3,2,2, , ,2,2,2,2,2,2,2,1,2,2,3,2,4,4,1,1,2,2,2,3,3,1,1,1,3,2,3,1,1,.8255797161
201801066773,1,9,1,1,2,99,2,1,3,2, ,2,3,2, , , , , ,2,2,2,2,0,4,4,4,3,3,3,1,2, , , , , , , , ,2,2,2, , , ,2,2,2, , , ,3,3,2,3,2,2,2,2,2,2,2,2,3,2, ,1,5,5,5,5,7,5,5,5,6,5,0,2,8,2, ,2,2,2,2,2, , , , ,3, , , , ,2,2,2, , , ,2,2,2,2,3,3,3,3,3, , ,2,2,2,2,2,3,2,3,2,2,1,1,1,1,1,1,2,6,3,99,9,4,2,1,3,1,2,1.0601396795
201801066821,3,9,1,1,1,1,2,1,2,2, ,2,2,2, , , , , ,2,2,2,2,0,1,3,2,2,3,3,2,2, , , , , , , , ,2,1,2, , , ,3,3,3, , , ,2,3,3,2,3,3,3,3,4,2,2,3,3,1, ,1,4,2,1,1,5,5,1,3,1,5,8,2,6,1,1,1,2,2,2,1, , , , ,1,2,1,2,3,1,2,1, , , ,1,2,3,2,3,3,2,1,2, , ,2,2,2,1,2,3,1,1,6,2,1,1,1,1,1,1,2,2,2, ,2,8,1,1,4,1,1,1.2565176894
